"","University","Year","Status","GRE_SCORE","Eng_test","Test_score","Undergrad_score","work_ex","Univ_ranking","Major_tier","Season"
"643","Syracuse University",1,"Reject",302,"TOEFL",97,6.5,27,69,3,"Fall"
"644","Syracuse University",1,"Reject",299,"TOEFL",97,7.23,48,69,3,"Fall"
"645","Syracuse University",1,"Reject",307,"IELTS",98,5.4,31,69,3,"Fall"
"646","Syracuse University",1,"Reject",297,"TOEFL",99,5.581,24,69,3,"Fall"
"647","Syracuse University",1,"Reject",305,"TOEFL",98,5.022,17,69,3,"Fall"
"648","Syracuse University",1,"Reject",296,"TOEFL",93,6.43,64,69,3,"Fall"
"649","Syracuse University",1,"Reject",300,"TOEFL",90,7,12,69,3,"Fall"
"650","Syracuse University",1,"Reject",297,"TOEFL",88,8.1,20,69,3,"Fall"
"651","Syracuse University",1,"Reject",323,"TOEFL",110,8.55,0,69,3,"Fall"
"652","Syracuse University",1,"Reject",305,"ENG TEST",112,8.5,6,69,3,"Fall"
"653","Syracuse University",1,"Reject",302,"IELTS",98,8.22,8,69,3,"Fall"
"654","Texas A&M University-College Station",1,"Admit",320,"TOEFL",117,5.942,30,69,3,"Fall"
"655","Texas A&M University-College Station",1,"Admit",318,"TOEFL",103,7.84,1,69,3,"Fall"
"656","Texas A&M University-College Station",1,"Admit",313.507843048882,"ENG TEST",112,6.8,0,69,3,"Fall"
"657","Texas A&M University-College Station",1,"Admit",322,"TOEFL",110,7.904,27,69,3,"Fall"
"658","Texas A&M University-College Station",1,"Admit",313,"TOEFL",107.414247957974,8.4,24,69,3,"Fall"
"659","Texas A&M University-College Station",1,"Admit",314,"TOEFL",104.533504508413,7.8,6,69,3,"Fall"
"660","Texas A&M University-College Station",1,"Admit",310,"ENG TEST",112,7.55,12,69,3,"Fall"
"661","Texas A&M University-College Station",1,"Admit",309,"IELTS",98,8.5,16,69,3,"Fall"
"662","Texas A&M University-College Station",1,"Admit",320,"TOEFL",111,7.98,30,69,3,"Fall"
"663","Texas A&M University-College Station",1,"Admit",330,"TOEFL",108,7.2,12,69,3,"Fall"
"664","Texas A&M University-College Station",1,"Admit",312.595417319162,"TOEFL",104,8.15,33,69,3,"Fall"
"665","Texas A&M University-College Station",1,"Admit",312,"TOEFL",104,8.7,20,69,3,"Fall"
"666","Texas A&M University-College Station",1,"Admit",325,"TOEFL",116,8.48,2,69,3,"Fall"
"667","Texas A&M University-College Station",1,"Admit",309,"TOEFL",94,8.8,60,69,3,"Fall"
"668","Texas A&M University-College Station",1,"Admit",296,"TOEFL",91,7.2,20,69,3,"Fall"
"669","Texas A&M University-College Station",1,"Admit",309,"IELTS",112,7.95,3,69,3,"Fall"
"670","Texas A&M University-College Station",1,"Admit",307,"TOEFL",103,8,34,69,3,"Fall"
"671","Texas A&M University-College Station",1,"Admit",317,"TOEFL",108.506038710453,8,34,69,3,"Fall"
"672","Texas A&M University-College Station",1,"Admit",315,"IELTS",106,6.577,30,69,3,"Fall"
"673","Texas A&M University-College Station",1,"Reject",306,"TOEFL",104,7.5,34,69,3,"Fall"
"674","Texas A&M University-College Station",1,"Reject",317,"TOEFL",101,6.7,18,69,3,"Fall"
"675","Texas A&M University-College Station",1,"Reject",315,"TOEFL",104,6.97,18,69,3,"Fall"
"676","Texas A&M University-College Station",1,"Reject",312,"TOEFL",110,8.6,24,69,3,"Fall"
"677","Texas A&M University-College Station",1,"Reject",317,"TOEFL",108,8.2,0,69,3,"Fall"
"678","Texas A&M University-College Station",1,"Reject",313,"TOEFL",101,6.82,42,69,3,"Fall"
"679","Texas A&M University-College Station",1,"Reject",307,"TOEFL",105,7.2,54,69,3,"Fall"
"680","Texas A&M University-College Station",1,"Reject",311,"TOEFL",107,6.8,16,69,3,"Fall"
"681","Texas A&M University-College Station",1,"Reject",308,"TOEFL",101,7.3,9,69,3,"Fall"
"682","Texas A&M University-College Station",1,"Reject",305,"TOEFL",100,9,43,69,3,"Fall"
"683","Texas A&M University-College Station",1,"Reject",319,"IELTS",98,8.545,7,69,3,"Fall"
"684","Texas A&M University-College Station",1,"Reject",318,"IELTS",106,7.2,60,69,3,"Fall"
"685","Texas A&M University-College Station",1,"Reject",306,"TOEFL",100,6.11,40,69,3,"Fall"
"686","Texas A&M University-College Station",1,"Reject",305,"TOEFL",95,8.54,34,69,3,"Fall"
"687","Texas A&M University-College Station",1,"Reject",316,"IELTS",98,8.47,36,69,3,"Fall"
"688","Texas A&M University-College Station",1,"Reject",313,"ENG TEST",112,7.5,38,69,3,"Fall"
"689","Texas A&M University-College Station",1,"Reject",300,"TOEFL",103,9,30,69,3,"Fall"
"690","Texas A&M University-College Station",1,"Reject",308,"TOEFL",104,8.2,23,69,3,"Fall"
"691","Texas A&M University-College Station",1,"Reject",308,"TOEFL",98,6.5,25,69,3,"Fall"
"692","Texas A&M University-College Station",1,"Reject",320,"TOEFL",108,6.5,41,69,3,"Fall"
"699","University of Cincinnati",1,"Admit",308,"TOEFL",105,8.5,60,133,3,"Fall"
"700","University of Cincinnati",1,"Admit",317.550461543949,"ENG TEST",112,7.5,0,133,3,"Fall"
"701","University of Cincinnati",1,"Admit",311,"IELTS",98,7.5,32,133,3,"Fall"
"702","University of Cincinnati",1,"Admit",320,"TOEFL",117,5.942,30,133,3,"Fall"
"703","University of Cincinnati",1,"Admit",307,"TOEFL",97,6,0,133,3,"Fall"
"704","University of Cincinnati",1,"Admit",313,"TOEFL",98,8.92,44,133,3,"Fall"
"705","University of Cincinnati",1,"Admit",309,"IELTS",98,7.14,36,133,3,"Fall"
"706","University of Cincinnati",1,"Admit",316.881256267614,"ENG TEST",112,8,0,133,3,"Fall"
"707","University of Cincinnati",1,"Admit",310,"TOEFL",99,7.1,38,133,3,"Fall"
"708","University of Cincinnati",4,"Admit",311,"TOEFL",111,5.98,40,133,3,"Fall"
"709","University of Cincinnati",1,"Admit",312,"TOEFL",104,8.7,20,133,3,"Fall"
"710","University of Cincinnati",1,"Admit",311,"TOEFL",91,8.094,60,133,3,"Fall"
"711","University of Cincinnati",1,"Admit",315,"TOEFL",96,7.09,25,133,3,"Fall"
"712","University of Cincinnati",1,"Admit",315,"IELTS",106,6.577,30,133,3,"Fall"
"713","University of Cincinnati",1,"Admit",321,"TOEFL",112,6.3,60,133,3,"Fall"
"714","University of Cincinnati",1,"Admit",316,"TOEFL",103,8.101,13,133,3,"Fall"
"715","University of Cincinnati",1,"Admit",320,"TOEFL",113,7.9,17,133,3,"Fall"
"716","University of Cincinnati",1,"Admit",326,"TOEFL",113,6.85,44,133,3,"Fall"
"717","University of Cincinnati",1,"Admit",313,"TOEFL",109,8.174,25,133,3,"Fall"
"718","University of Cincinnati",1,"Admit",309,"TOEFL",100,8.61,39,133,3,"Fall"
"719","University of Cincinnati",1,"Reject",311,"TOEFL",100,7.7,25,133,3,"Fall"
"720","University of Cincinnati",1,"Reject",317,"TOEFL",110,6.93,25,133,3,"Fall"
"721","University of Cincinnati",1,"Reject",309,"TOEFL",101.064026302547,7.41,17,133,3,"Fall"
"722","University of Cincinnati",1,"Reject",319,"IELTS",98,8.545,7,133,3,"Fall"
"723","University of Cincinnati",1,"Reject",307,"ENG TEST",112,7.4,37,133,3,"Fall"
"724","University of Cincinnati",1,"Reject",313,"TOEFL",100,7.65,0,133,3,"Fall"
"725","University of Cincinnati",1,"Reject",306,"TOEFL",103,6.317,27,133,3,"Fall"
"726","University of Cincinnati",1,"Reject",300,"TOEFL",103,9,30,133,3,"Fall"
"727","University of Cincinnati",1,"Reject",323,"TOEFL",110,8.55,0,133,3,"Fall"
"728","University of Cincinnati",1,"Reject",305,"TOEFL",98,7.412,34,133,3,"Fall"
"729","University of Cincinnati",1,"Reject",306.581119928966,"TOEFL",102,8.87,30,133,3,"Fall"
"730","University of Cincinnati",1,"Reject",307,"TOEFL",94,6.43,40,133,3,"Fall"
"731","University of Cincinnati",1,"Reject",315,"TOEFL",112,8.24,1,133,3,"Fall"
"732","University of Cincinnati",1,"Reject",329,"TOEFL",115,6.6,0,133,3,"Fall"
"733","University of Cincinnati",1,"Reject",306,"TOEFL",95,6.5,20,133,3,"Fall"
"734","University of Cincinnati",0,"Reject",304,"TOEFL",104,8.7,16,133,3,"Spring"
"735","University of Cincinnati",1,"Reject",296,"TOEFL",91,7.2,20,133,3,"Fall"
"736","University of Cincinnati",1,"Reject",306,"TOEFL",94,7.6,35,133,3,"Fall"
"737","University of Cincinnati",1,"Reject",297,"TOEFL",90,8.9,26,133,3,"Fall"
"738","University of Cincinnati",1,"Reject",304,"IELTS",98,7.9,30,133,3,"Fall"
"741","University of Florida",1,"Admit",303,"TOEFL",95,6.75,15,42,3,"Fall"
"742","University of Florida",1,"Admit",302,"TOEFL",88,6.5,5,42,3,"Fall"
"743","University of Florida",1,"Admit",326,"TOEFL",111,6.01,42,42,3,"Fall"
"744","University of Florida",1,"Admit",311,"ENG TEST",112,6.6,3,42,3,"Fall"
"745","University of Florida",1,"Admit",305,"TOEFL",107,8,18,42,3,"Fall"
"746","University of Florida",1,"Admit",311,"TOEFL",98,7.31,25,42,3,"Fall"
"747","University of Florida",1,"Admit",309,"TOEFL",100,8.61,39,42,3,"Fall"
"748","University of Florida",1,"Admit",304,"TOEFL",92,7.2,16,42,3,"Fall"
"749","University of Florida",1,"Admit",302,"TOEFL",107,8.25,13,42,3,"Fall"
"750","University of Florida",1,"Admit",297,"TOEFL",99,5.581,24,42,3,"Fall"
"751","University of Florida",1,"Admit",309,"TOEFL",107,8.21,14,42,3,"Fall"
"752","University of Florida",1,"Admit",312,"TOEFL",105,6.486,18,42,3,"Fall"
"753","University of Florida",1,"Admit",302,"IELTS",98,8.4,41,42,3,"Fall"
"754","University of Florida",1,"Admit",306,"TOEFL",104,7.16,18,42,3,"Fall"
"755","University of Florida",8,"Admit",320,"TOEFL",111,5.9,0,42,3,"Fall"
"756","University of Florida",2,"Admit",309,"TOEFL",95,6.8,23,42,3,"Fall"
"757","University of Florida",2,"Admit",303,"TOEFL",106,7.54,0,42,3,"Fall"
"758","University of Florida",2,"Admit",320,"TOEFL",108,6.5,20,42,3,"Fall"
"759","University of Florida",2,"Admit",302,"TOEFL",96,6.15,48,42,3,"Fall"
"760","University of Florida",2,"Admit",308,"TOEFL",97,8.25,41,42,3,"Fall"
"761","University of Florida",1,"Reject",302,"IELTS",98,7.85,0,42,3,"Fall"
"762","University of Florida",1,"Reject",292,"TOEFL",117,6.41,5,42,3,"Fall"
"763","University of Florida",1,"Reject",315,"TOEFL",96,7.09,25,42,3,"Fall"
"764","University of Florida",1,"Reject",316,"TOEFL",112,6.86,5,42,3,"Fall"
"765","University of Florida",1,"Reject",330,"TOEFL",110,8.4,30,42,3,"Fall"
"766","University of Florida",1,"Reject",290,"TOEFL",97,5.5,30,42,3,"Fall"
"767","University of Florida",1,"Reject",300,"ENG TEST",112,5.975,22,42,3,"Spring"
"768","University of Florida",1,"Reject",311,"TOEFL",98,5.7,0,42,3,"Spring"
"769","University of Florida",2,"Reject",303,"TOEFL",101,8.91,11,42,3,"Fall"
"770","University of Florida",2,"Reject",311,"TOEFL",112,5.896,0,42,3,"Fall"
"771","University of Florida",2,"Reject",301,"TOEFL",108,6.643,24,42,3,"Fall"
"772","University of Florida",2,"Reject",313,"TOEFL",109,8.34,3,42,3,"Fall"
"773","University of Florida",2,"Reject",305,"TOEFL",97,7,26,42,3,"Spring"
"774","University of Florida",3,"Reject",305,"TOEFL",90,6.5,31,42,3,"Fall"
"775","University of Florida",3,"Reject",315,"TOEFL",104,7.32,13,42,3,"Fall"
"776","University of Florida",3,"Reject",298,"TOEFL",80,7.14,34,42,3,"Fall"
"777","University of Illinois at Chicago",1,"Admit",304,"TOEFL",85,7.54,24,42,3,"Fall"
"778","University of Illinois at Chicago",1,"Admit",306,"TOEFL",96,7.3,60,42,3,"Fall"
"779","University of Illinois at Chicago",1,"Admit",301,"TOEFL",93,8.35,20,42,3,"Fall"
"780","University of Illinois at Chicago",1,"Admit",310,"IELTS",98,7.119,27,42,3,"Fall"
"781","University of Illinois at Chicago",1,"Admit",320,"TOEFL",117,5.942,30,42,3,"Fall"
"782","University of Illinois at Chicago",1,"Admit",306,"TOEFL",104,7.5,34,42,3,"Fall"
"783","University of Illinois at Chicago",1,"Admit",303,"TOEFL",99,6.202,58,42,3,"Fall"
"784","University of Illinois at Chicago",1,"Admit",309,"TOEFL",94,6.45,13,42,3,"Fall"
"785","University of Illinois at Chicago",1,"Admit",309,"TOEFL",107,5.4,0,42,3,"Fall"
"786","University of Illinois at Chicago",1,"Admit",304,"TOEFL",88,6.436,47,42,3,"Fall"
"787","University of Illinois at Chicago",1,"Admit",310,"TOEFL",107,7.39,14,42,3,"Fall"
"788","University of Illinois at Chicago",1,"Admit",312,"TOEFL",96,6.99,9,42,3,"Fall"
"789","University of Illinois at Chicago",1,"Admit",313,"TOEFL",101.897445101277,8.4,24,42,3,"Fall"
"790","University of Illinois at Chicago",1,"Admit",317,"TOEFL",101,6.7,18,42,3,"Fall"
"791","University of Illinois at Chicago",1,"Admit",310,"TOEFL",96,5.64,36,42,3,"Fall"
"792","University of Illinois at Chicago",1,"Admit",305,"TOEFL",109,6.477,29,42,3,"Fall"
"793","University of Illinois at Chicago",1,"Admit",315,"TOEFL",104,6.97,18,42,3,"Fall"
"794","University of Illinois at Chicago",1,"Admit",304,"TOEFL",96,7.87,12,42,3,"Fall"
"795","University of Illinois at Chicago",1,"Admit",312,"IELTS",98,7.56,20,42,3,"Fall"
"796","University of Illinois at Chicago",1,"Admit",309,"TOEFL",101.336385622588,6.03,28,42,3,"Fall"
"797","University of Illinois at Chicago",1,"Reject",300,"TOEFL",93,6.94,82,42,3,"Fall"
"798","University of Illinois at Chicago",1,"Reject",303,"TOEFL",91,7.7,1,42,3,"Fall"
"799","University of Illinois at Chicago",1,"Reject",303,"TOEFL",81,7.5,37,42,3,"Fall"
"800","University of Illinois at Chicago",1,"Reject",305,"ENG TEST",112,8.5,6,42,3,"Fall"
"801","University of Illinois at Chicago",1,"Reject",291,"TOEFL",85,7.415,41,42,3,"Fall"
"802","University of Illinois at Chicago",1,"Reject",300,"TOEFL",92,7.239,44,42,3,"Fall"
"803","University of Illinois at Chicago",1,"Reject",297,"TOEFL",90,8.9,26,42,3,"Fall"
"804","University of Illinois at Chicago",1,"Reject",302,"TOEFL",86,6.537,27,42,3,"Fall"
"805","University of Illinois at Chicago",1,"Reject",296,"TOEFL",93,6.43,64,42,3,"Fall"
"806","University of Illinois at Chicago",1,"Reject",303,"TOEFL",98,7.2,0,42,3,"Fall"
"807","University of Illinois at Chicago",1,"Reject",301,"TOEFL",84,7.67,50,42,3,"Fall"
"808","University of Illinois at Chicago",1,"Reject",300,"TOEFL",88,8.18,24,42,3,"Fall"
"809","University of Illinois at Chicago",1,"Reject",301,"TOEFL",94.7997707522205,7.13,0,42,3,"Fall"
"810","University of Illinois at Chicago",2,"Reject",305,"TOEFL",94,6.66,2,42,3,"Fall"
"811","University of Illinois at Chicago",1,"Reject",301,"TOEFL",89,5.95,48,42,3,"Spring"
"812","University of Illinois at Chicago",1,"Reject",311,"TOEFL",98,5.7,0,42,3,"Spring"
"813","University of Illinois at Chicago",1,"Reject",304,"TOEFL",97,7.206,46,42,3,"Fall"
"814","University of Illinois at Chicago",7,"Reject",310,"TOEFL",94,5.4,0,42,3,"Fall"
"815","University of Illinois at Chicago",2,"Reject",309,"TOEFL",94,5.4,6,42,3,"Fall"
"816","University of Illinois at Chicago",2,"Reject",309,"TOEFL",92,7.7,0,42,3,"Fall"
"817","University of Maryland-College Park",1,"Admit",310,"TOEFL",106,7.56,42,78,3,"Fall"
"818","University of Maryland-College Park",1,"Admit",306,"TOEFL",94,7.6,35,78,3,"Fall"
"819","University of Maryland-College Park",1,"Admit",310,"TOEFL",107,7.39,14,78,3,"Fall"
"820","University of Maryland-College Park",1,"Admit",314,"TOEFL",106,9.15,0,78,3,"Fall"
"821","University of Maryland-College Park",1,"Admit",301,"TOEFL",99.9566515986531,8.012,60,78,3,"Fall"
"822","University of Maryland-College Park",1,"Admit",313,"TOEFL",105.668519321225,8.4,24,78,3,"Fall"
"823","University of Maryland-College Park",1,"Admit",317,"TOEFL",101,6.7,18,78,3,"Fall"
"824","University of Maryland-College Park",1,"Admit",311,"TOEFL",98,7.31,25,78,3,"Fall"
"825","University of Maryland-College Park",1,"Admit",313,"TOEFL",104,6.5,1,78,3,"Fall"
"826","University of Maryland-College Park",1,"Admit",312,"TOEFL",98,7.07,14,78,3,"Fall"
"827","University of Maryland-College Park",1,"Admit",315,"TOEFL",102.134793150716,6.93,2,78,3,"Fall"
"828","University of Maryland-College Park",1,"Admit",315,"TOEFL",108,8.33,8,78,3,"Fall"
"829","University of Maryland-College Park",1,"Admit",317,"TOEFL",104,7.52,35,78,3,"Fall"
"830","University of Maryland-College Park",1,"Admit",317,"TOEFL",108,8.2,0,78,3,"Fall"
"831","University of Maryland-College Park",1,"Admit",316,"TOEFL",112,8.48,21,78,3,"Fall"
"832","University of Maryland-College Park",1,"Admit",312,"TOEFL",105,6.486,18,78,3,"Fall"
"833","University of Maryland-College Park",1,"Admit",307,"TOEFL",105,7.2,54,78,3,"Fall"
"834","University of Maryland-College Park",1,"Admit",316,"TOEFL",103,8.101,13,78,3,"Fall"
"835","University of Maryland-College Park",1,"Admit",310,"TOEFL",95,7,6,78,3,"Fall"
"836","University of Maryland-College Park",1,"Admit",315,"TOEFL",102.270801247428,7,0,78,3,"Fall"
"837","University of Maryland-College Park",1,"Reject",307,"TOEFL",108,7.5,0,78,3,"Fall"
"838","University of Maryland-College Park",1,"Reject",318,"TOEFL",104,6.4,15,78,3,"Fall"
"839","University of Maryland-College Park",1,"Reject",308,"TOEFL",102,7.09,0,78,3,"Fall"
"840","University of Maryland-College Park",1,"Reject",304,"TOEFL",96,7.87,12,78,3,"Fall"
"841","University of Maryland-College Park",1,"Reject",311.695205561119,"TOEFL",102,8.87,30,78,3,"Fall"
"842","University of Maryland-College Park",1,"Reject",304,"TOEFL",112,8.25,0,78,3,"Spring"
"843","University of Maryland-College Park",2,"Reject",313,"TOEFL",112,5.5,43,78,3,"Fall"
"844","University of Maryland-College Park",2,"Reject",309,"TOEFL",95,6.8,23,78,3,"Fall"
"845","University of Maryland-College Park",2,"Reject",313,"TOEFL",102,6.68,16,78,3,"Fall"
"846","University of Maryland-College Park",2,"Reject",309,"TOEFL",99,6.6,30,78,3,"Fall"
"847","University of Maryland-College Park",2,"Reject",307,"TOEFL",100,6.3,48,78,3,"Fall"
"848","University of Maryland-College Park",2,"Reject",311,"TOEFL",96,8.012,27,78,3,"Fall"
"849","University of Maryland-College Park",2,"Reject",303,"TOEFL",91,6.6,35,78,3,"Fall"
"850","University of Maryland-College Park",2,"Reject",311,"TOEFL",98,8.84,27,78,3,"Fall"
"851","University of Maryland-College Park",2,"Reject",312,"TOEFL",97,6.667,18,78,3,"Fall"
"852","University of Maryland-College Park",2,"Reject",309,"TOEFL",88,7.69,16,78,3,"Fall"
"853","University of Maryland-College Park",2,"Reject",314,"TOEFL",100,6.9,61,78,3,"Fall"
"854","University of Maryland-College Park",2,"Reject",307,"TOEFL",100,6.7,53,78,3,"Fall"
